pokedex_number,name,type1,type2,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fighting,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,percentage_male,classfication,height_m,weight_kg,capture_rate,base_egg_steps,abilities,experience_growth,base_happiness,hp,attack,defense,sp_attack,sp_defense,speed,base_total,generation,is_legendary
743,Ribombee,bug,fairy,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,50,Bee Fly Pok̩mon,0.2,0.5,75,5120,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",1000000,70,60,55,60,95,70,124,464,7,0
744,Rockruff,rock,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,50,Puppy Pok̩mon,0.5,9.2,190,3840,"['Keen Eye', 'Vital Spirit', 'Steadfast']",1000000,70,45,65,40,30,40,60,280,7,0
745,Lycanroc,rock,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,50,Wolf Pok̩mon,0.8,25,90,3840,"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']",1000000,70,85,115,75,55,75,82,487,7,0
746,Wishiwashi,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,Small Fry Pok̩mon,0.2,0.3,60,3840,['Schooling'],800000,70,45,140,130,140,135,30,620,7,0
747,Mareanie,poison,water,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,50,Brutal Star Pok̩mon,0.4,8,190,5120,"['Merciless', 'Limber', 'Regenerator']",1000000,70,50,53,62,43,52,45,305,7,0
748,Toxapex,poison,water,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,50,Brutal Star Pok̩mon,0.7,14.5,75,5120,"['Merciless', 'Limber', 'Regenerator']",1000000,70,50,63,152,53,142,35,495,7,0
749,Mudbray,ground,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,50,Donkey Pok̩mon,1,110,190,5120,"['Own Tempo', 'Stamina', 'Inner Focus']",1000000,70,70,100,70,45,55,45,385,7,0
750,Mudsdale,ground,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,50,Draft Horse Pok̩mon,2.5,920,60,5120,"['Own Tempo', 'Stamina', 'Inner Focus']",1000000,70,100,125,100,55,85,35,500,7,0
751,Dewpider,water,bug,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,50,Water Bubble Pok̩mon,0.3,4,200,3840,"['Water Bubble', 'Water Absorb']",1000000,70,38,40,52,40,72,27,269,7,0
752,Araquanid,water,bug,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,50,Water Bubble Pok̩mon,1.8,82,100,3840,"['Water Bubble', 'Water Absorb']",1000000,70,68,70,92,50,132,42,454,7,0
753,Fomantis,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,50,Sickle Grass Pok̩mon,0.3,1.5,190,5120,"['Leaf Guard', 'Contrary']",1000000,70,40,55,35,50,35,35,250,7,0
754,Lurantis,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,50,Bloom Sickle Pok̩mon,0.9,18.5,75,5120,"['Leaf Guard', 'Contrary']",1000000,70,70,105,90,80,90,45,480,7,0
755,Morelull,grass,fairy,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,50,Illuminating Pok̩mon,0.2,1.5,190,5120,"['Illuminate', 'Effect Spore', 'Rain Dish']",1000000,70,40,35,55,65,75,15,285,7,0
756,Shiinotic,grass,fairy,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,50,Illuminating Pok̩mon,1,11.5,75,5120,"['Illuminate', 'Effect Spore', 'Rain Dish']",1000000,70,60,45,80,90,100,30,405,7,0
757,Salandit,poison,fire,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,88.1,Toxic Lizard Pok̩mon,0.6,4.8,120,5120,"['Corrosion', 'Oblivious']",1000000,70,48,44,40,71,40,77,320,7,0
758,Salazzle,poison,fire,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,0,Toxic Lizard Pok̩mon,1.2,22.2,45,5120,"['Corrosion', 'Oblivious']",1000000,70,68,64,60,111,60,117,480,7,0
759,Stufful,normal,fighting,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,50,Flailing Pok̩mon,0.5,6.8,140,3840,"['Fluffy', 'Klutz', 'Cute Charm']",1000000,70,70,75,50,45,50,50,340,7,0
760,Bewear,normal,fighting,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,50,Strong Arm Pok̩mon,2.1,135,70,3840,"['Fluffy', 'Klutz', 'Unnerve']",1000000,70,120,125,80,55,60,60,500,7,0
761,Bounsweet,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,Fruit Pok̩mon,0.3,3.2,235,5120,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",1059860,70,42,30,38,30,38,32,210,7,0
762,Steenee,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,Fruit Pok̩mon,0.7,8.2,120,5120,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",1059860,70,52,40,48,40,48,62,290,7,0
763,Tsareena,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,Fruit Pok̩mon,1.2,21.4,45,5120,"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",1059860,70,72,120,98,50,98,72,510,7,0
764,Comfey,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,24.6,Posy Picker Pok̩mon,0.1,0.3,60,5120,"['Flower Veil', 'Triage', 'Natural Cure']",800000,70,51,52,90,82,110,100,485,7,0
765,Oranguru,normal,psychic,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,50,Sage Pok̩mon,1.5,76,45,5120,"['Inner Focus', 'Telepathy', 'Symbiosis']",1250000,70,90,60,80,90,110,60,490,7,0
766,Passimian,fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,50,Teamwork Pok̩mon,2,82.8,45,5120,"['Receiver', 'Defiant']",1250000,70,100,120,90,40,60,80,490,7,0
767,Wimpod,bug,water,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,50,Turn Tail Pok̩mon,0.5,12,90,5120,['Wimp Out'],1000000,70,25,35,40,20,30,80,230,7,0
768,Golisopod,bug,water,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,50,Hard Scale Pok̩mon,2,108,45,5120,['Emergency Exit'],1000000,70,75,125,140,60,90,40,530,7,0
769,Sandygast,ghost,ground,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,50,Sand Heap Pok̩mon,0.5,70,140,3840,"['Water Compaction', 'Sand Veil']",1000000,70,55,55,80,70,45,15,320,7,0
770,Palossand,ghost,ground,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,50,Sand Castle Pok̩mon,1.3,250,60,3840,"['Water Compaction', 'Sand Veil']",1000000,70,85,75,110,100,75,35,480,7,0
771,Pyukumuku,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,Sea Cucumber Pok̩mon,0.3,1.2,60,3840,"['Innards Out', 'Unaware']",800000,70,55,60,130,30,130,5,410,7,0
772,Type: Null,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,,Synthetic Pok̩mon,1.9,120.5,3,30720,['Battle Armor'],1250000,0,95,95,95,95,95,59,534,7,0
773,Silvally,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,,Synthetic Pok̩mon,2.3,100.5,3,30720,['RKS System'],1250000,0,95,95,95,95,95,95,570,7,0
774,Minior,rock,flying,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,,Meteor Pok̩mon,0.3,40,255,6400,['Shields Down'],1059860,70,60,100,60,100,60,120,500,7,0
775,Komala,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,Drowsing Pok̩mon,0.4,19.9,45,5120,['Comatose'],1250000,70,65,115,65,75,95,65,480,7,0
776,Turtonator,fire,dragon,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,50,Blast Turtle Pok̩mon,2,212,70,5120,['Shell Armor'],1000000,70,60,78,135,91,85,36,485,7,0
777,Togedemaru,electric,steel,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,50,Roly-Poly Pok̩mon,0.3,3.3,180,2560,"['Iron Barbs', 'Lightningrod', 'Sturdy']",1000000,70,65,98,63,40,73,96,435,7,0
778,Mimikyu,ghost,fairy,0.25,1,0,1,1,0,1,1,2,1,1,1,0,1,1,1,2,1,50,Disguise Pok̩mon,0.2,0.7,45,5120,['Disguise'],1000000,70,55,90,80,50,105,96,476,7,0
779,Bruxish,water,psychic,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,50,Gnash Teeth Pok̩mon,0.9,19,80,3840,"['Dazzling', 'Strong Jaw', 'Wonder Skin ']",1000000,70,68,105,70,70,70,92,475,7,0
780,Drampa,normal,dragon,1,1,2,0.5,2,2,0.5,1,0,0.5,1,2,1,1,1,1,1,0.5,50,Placid Pok̩mon,3,185,70,5120,"['Berserk', 'Sap Sipper', 'Cloud Nine']",1000000,70,78,60,85,135,91,36,485,7,0
781,Dhelmise,ghost,grass,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,,Sea Creeper Pok̩mon,3.9,210,25,6400,['Steelworker'],1000000,70,70,131,100,86,90,40,517,7,0
782,Jangmo-o,dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,Scaly Pok̩mon,0.6,29.7,45,10240,"['Bulletproof', 'Soundproof', 'Overcoat']",1250000,70,45,55,65,45,45,45,300,7,0
783,Hakamo-o,dragon,fighting,0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5,50,Scaly Pok̩mon,1.2,47,45,10240,"['Bulletproof', 'Soundproof', 'Overcoat']",1250000,70,55,75,90,65,70,65,420,7,0
784,Kommo-o,dragon,fighting,0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5,50,Scaly Pok̩mon,1.6,78.2,45,10240,"['Bulletproof', 'Soundproof', 'Overcoat']",1250000,70,75,110,125,100,105,85,600,7,0
785,Tapu Koko,electric,fairy,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,,Land Spirit Pok̩mon,1.8,20.5,3,3840,"['Electric Surge', 'Telepathy']",1250000,70,70,115,85,95,75,130,570,7,1
786,Tapu Lele,psychic,fairy,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,,Land Spirit Pok̩mon,1.2,18.6,3,3840,"['Psychic Surge', 'Telepathy']",1250000,70,70,85,75,130,115,95,570,7,1
787,Tapu Bulu,grass,fairy,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,,Land Spirit Pok̩mon,1.9,45.5,3,3840,"['Grassy Surge', 'Telepathy']",1250000,70,70,130,115,85,95,75,570,7,1
788,Tapu Fini,water,fairy,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,,Land Spirit Pok̩mon,1.3,21.2,3,3840,"['Misty Surge', 'Telepathy']",1250000,70,70,75,115,95,130,85,570,7,1
789,Cosmog,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,,Nebula Pok̩mon,0.2,0.1,45,30720,['Unaware'],1250000,0,43,29,31,29,31,37,200,7,1
790,Cosmoem,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,,Protostar Pok̩mon,0.1,999.9,45,30720,['Sturdy'],1250000,0,43,29,131,29,131,37,400,7,1
791,Solgaleo,psychic,steel,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,,Sunne Pok̩mon,3.4,230,45,30720,['Full Metal Body'],1250000,0,137,137,107,113,89,97,680,7,1
792,Lunala,psychic,ghost,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,,Moone Pok̩mon,4,120,45,30720,['Shadow Shield'],1250000,0,137,113,89,137,107,97,680,7,1
793,Nihilego,rock,poison,0.5,1,1,1,0.5,1,0.5,0.5,1,1,4,1,0.5,0.25,2,1,2,2,,Parasite Pok̩mon,1.2,55.5,45,30720,['Beast Boost'],1250000,0,109,53,47,127,131,103,570,7,1
794,Buzzwole,bug,fighting,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,,Swollen Pok̩mon,2.4,333.6,25,30720,['Beast Boost'],1250000,0,107,139,139,53,53,79,570,7,1
795,Pheromosa,bug,fighting,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,,Lissome Pok̩mon,1.8,25,255,30720,['Beast Boost'],1250000,0,71,137,37,137,37,151,570,7,1
796,Xurkitree,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,,Glowing Pok̩mon,3.8,100,30,30720,['Beast Boost'],1250000,0,83,89,71,173,71,83,570,7,1
797,Celesteela,steel,flying,0.25,1,0.5,2,0.5,1,2,0.5,1,0.25,0,1,0.5,0,0.5,1,0.5,1,,Launch Pok̩mon,9.2,999.9,25,30720,['Beast Boost'],1250000,0,97,101,103,107,101,61,570,7,1
798,Kartana,grass,steel,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,,Drawn Sword Pok̩mon,0.3,0.1,255,30720,['Beast Boost'],1250000,0,59,181,131,59,31,109,570,7,1
799,Guzzlord,dark,dragon,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,,Junkivore Pok̩mon,5.5,888,15,30720,['Beast Boost'],1250000,0,223,101,53,97,53,43,570,7,1
800,Necrozma,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,,Prism Pok̩mon,2.4,230,3,30720,['Prism Armor'],1250000,0,97,107,101,127,89,79,600,7,1
801,Magearna,steel,fairy,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,,Artificial Pok̩mon,1,80.5,3,30720,['Soul-Heart'],1250000,0,80,95,115,130,115,65,600,7,1
